Sample Number,Label,Text
10072,0,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao
10073,0,Absolutely fuming I've just scratched all my car ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡
10074,0,@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying
10075,0,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##
10076,0,I dislike people who get offended by the littlest shit .
10077,0,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5"
10078,0,"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry"
10079,0,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5"
10080,0,@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply
10081,0,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended
10082,0,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks"
10083,0,Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer #angry
10084,0,but that was a mistake and a half assed excuse and now here i am burning in hell forever
10085,0,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed
10086,0,@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood
10087,0,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder"
10088,0,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! 
10089,0,@ChurdAllan fucked my coupon that goal! #raging
10090,0,LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.
10091,0,"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room"
10092,0,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18
10093,0,Your twitter picture just makes me fume.
10094,0,"@leesyatt you are a cruel, cruel man. #therewillbeblood "
10095,0,"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit"
10096,0,"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time."
10097,0,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay
10098,0,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes
10099,0,@politico @realDonaldTrump another angry white man!
10100,0,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage
10101,0,"The majority of people irritate the fuck out of me, cba with people ahahah"
10102,0,@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!
10103,0,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! 
10104,0,@kingvee_ don't provoke me to anger
10105,0,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!
10106,0,Bloods boiling
10107,0,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet"
10108,0,@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh
10109,0,I swear if @devincameron23 blocks me I'm going to hit her back 
10110,0,"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by."
10111,0,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage
10112,0,I'm just a fuming ball of anger today ðŸ™ƒ
10113,0,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.
10114,0,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry
10115,0,A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming
10116,0,Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD
10117,0,angry already
10118,0,... flat party and I instantly get bollocked about it. #fuming
10119,0,@XemitSellsMagic add tracking but resent them
10120,0,@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.
10121,0,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2"
10122,0,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage"
10123,0,@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town
10124,0,..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ #rage!!!!
10125,0,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO
10126,0,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome
10127,0,I just love it when people make plans for me without actually including me in this process #rage
10128,0,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger"
10129,0,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror"
10130,0,@edquinn63 how can you even forget to pick ur fave child up from school #offended
10131,0,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage
10132,0,@soyoprincess they irritate me. Them and their inch thick made up masks
10133,0,@ChurdAllan fucked my coupon that goal! 
10134,0,How was Natalie one of the top three favorites?! #toofaced and #bitter ðŸ™„
10135,0,@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.
10136,0,@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky
10137,0,"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield"
10138,0,..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ !!!!
10139,0,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed
10140,0,All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting
10141,0,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know
10142,0,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN
10143,0,testing #angry
10144,0,@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard
10145,0,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious
10146,0,i was angry.
10147,0,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume
10148,0,@cineworld 'Congratulations your Free 1 month has been activated' Then charges Â£34.80 the same month. Absolutely furious ðŸ˜¡
10149,0,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting
10150,0,straight people are canoodling on the quad and I'm #offended
10151,0,"I can definitely feel my irritation today, lord give me strength"
10152,0,@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„
10153,0,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms
10154,0,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming
10155,0,I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC
10156,0,@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop
10157,0,@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW
10158,0,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen.  #loathing
10159,0,"@mdivincenzo9 he's stupid, I hate him lol #bitter"
10160,0,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ 
10161,0,"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long..."
10162,0,People irritate me ðŸ™„
10163,0,Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope
10164,0,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep "
10165,0,I swear if @devincameron23 blocks me I'm going to hit her back #revenge
10166,0,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ #fuming
10167,0,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage
10168,0,"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. "
10169,0,Does she really need to pout all the time - getting on my nerves #GBBO
10170,0,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp
10171,0,@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...
10172,0,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter"
10173,0,"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either."
10174,0,@Disneyland #nothappy and still #charging the #fullprice ðŸ˜¡ðŸ˜¡ #fuming some your #bestrides ðŸ˜³ðŸ˜³
10175,0,Forgot to eat dinner and now I'm furious with everything and everyone
10176,0,the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap ðŸ¤—
10177,0,"@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger"
10178,0,Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops
10179,0,@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines  #con!
10180,0,You a fuck boy if you run drag routes back to back in madden
10181,0,I got fever highs\nI got boiling blood
10182,0,@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits
10183,0,I can't even right now #bb18 #rage
10184,0,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter"
10185,0,Why are people that don't have iPhones so bitter about iPhones???? Can someone explain
10186,0,@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.
10187,0,@deshbhakthoon always unhappy and easily offended.
10188,0,"@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it"
10189,0,All hell is breaking loose in Charlotte. #CharlotteProtest  #looting
10190,0,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA  #oldcunt
10191,0,Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott
10192,0,Not giving a fuck is better than revenge.
10193,0,@winksahoy we about to get shit on by the wrath of winter out of nowhere
10194,0,@GrxjicTank WHY though! Why did u want to offend Americans?
10195,0,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the 
10196,0,@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail
10197,0,@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice
10198,0,Thought the Xbox one s madden bundle would come with a physical copy of madden not a codeðŸ˜´ it's gonna take fucking forever to download lol
10199,0,@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits
10200,0,#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.
10201,0,The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.
10202,0,@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby
10203,0,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media
10204,0,Forever angry that gh ruined Molly and morgan's bond/friendship #bitter
10205,0,Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.
10206,0,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage
10207,0,Can't believe I've only got 2 days off left ðŸ™„ #backtoreality #raging
10208,0,@Austin4evaLEEDS fuming!
10209,0,Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.
10210,0,Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp
10211,0,â€¢My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--
10212,0,"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! "
10213,0,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster."
10214,0,"People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation"
10215,0,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. ðŸ˜‘
10216,0,I don't talk about politics because people nowadays get offended easily!
10217,0,@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either
10218,0,"@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing."
10219,0,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly
10220,0,"@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go"
10221,0,I genuinely think I have anger issues
10222,0,@judy_that Im honestly offended
10223,0,Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter
10224,0,I'm so annoyed/sad YouTube is burning itself to the ground ðŸ™„ðŸ™„
10225,0,"How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg"
10226,0,Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer 
10227,0,"Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour"
10228,0,When someone rudely says all women should have long hair and your inner feminist tries not to rage
10229,0,"Absolutely raging at the changes to CAS, what a joke"
10230,0,Girls irritate me so much lol
10231,0,@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.
10232,0,@xxmariab listen yh don't provoke me cos I'll make you cry
10233,0,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry
10234,0,Bloody parking ticket ðŸ˜’ðŸ’¸ 
10235,0,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! 
10236,0,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! 
10237,0,"They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these..."
10238,0,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended
10239,0,@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos
10240,0,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated"
10241,0,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry
10242,0,@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.
10243,0,@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest
10244,0,Delete this shit Josh just screenshotted my snap me
10245,0,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops
10246,0,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.
10247,0,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ #fuming
10248,0,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry
10249,0,"You will never find someone who loved you like I did. And that my love, will be my revenge."
10250,0,A @FirstBSA not turning up? Why am I not surprised. Late for work again! 
10251,0,"If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes"
10252,0,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell ðŸŒðŸŒš ;)
10253,0,I am just so bitter today ðŸ˜
10254,0,@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.
10255,0,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚
10256,0,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst
10257,0,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage
10258,0,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ 
10259,0,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.
10260,0,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter
10261,0,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! 
10262,0,@alicehouston18 sorry I'm just angry my drone flew away
10263,0,@carefreeash_ id be fuming
10264,0,@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended
10265,0,@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --
10266,0,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes
10267,0,Why mfs so bitter
10268,0,"im on holiday for the next round, fuming!"
10269,0,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?
10270,0,@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?
10271,0,"Like if you aggravate me constantly, byeeeeeeee"
10272,0,"@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?"
10273,0,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...
10274,0,hitting your children as discipline because you're being quite a raging hypocrite if you're not.
10275,0,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;
10276,0,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.
10277,0,@JuliaHB1 Bloody right 
10278,0,i have so much hw tonight im offended
10279,0,Like hello? I am your first born you must always laugh at my jokes. #offended
10280,0,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism"
10281,0,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES 
10282,0,and apparently he's supposed to have a Scottish accent??? I'm #offended
10283,0,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic worldâ€. â€¢"
10284,0,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!
10285,0,@EagleGiles23 @tgilmore_92 what I miss? #outrage
10286,0,"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows"
10287,0,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18
10288,0,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick
10289,0,Fake people irritate me
10290,0,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.
10291,0,#Anger or #wrath is an intense emotional response.
10292,0,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!
10293,0,if we let that in id be fuming poor keeping
10294,0,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too"
10295,0,"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you"
10296,0,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter
10297,0,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul"
10298,0,Candace &amp; her pout are getting right on my tits #GBBO
10299,0,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. 
10300,0,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!
10301,0,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash."
10302,0,ESPN just assumed I wanted their free magazines #offended
10303,0,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol
10304,0,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'
10305,0,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry
10306,0,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended
10307,0,... flat party and I instantly get bollocked about it. 
10308,0,@everycolorbot more like every color looks the same #triggered #colorblind #offended
10309,0,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  
