Sample Number,Label,Text
30074,2,"A #smile brightens your day and the day of everyone around you, so remember to #smile, it's #free. :-)"
30075,2,I'm watching joyful noise for 100000000 time cuz I love this movie and @KekePalmer
30076,2,"Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x"
30077,2,"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay"
30078,2,"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark"
30079,2,Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym  #tumbling
30080,2,@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts
30081,2,@morgannbroom yes â¤ï¸â¤ï¸ &amp; cheering homecoming game!
30082,2,I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #Ø§Ù„ÙŠÙˆÙ…_Ø§Ù„ÙˆØ·Ù†ÙŠ
30083,2,@JackAndJack I'm so lively for listenðŸ’—ðŸ˜€
30084,2,@Nick_Offerman I'll be there!! Can't wait for all the !
30085,2,@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs ðŸ¤—
30086,2,@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!
30087,2,@Zerfash â€” can't wait.' She said cheerfully and grinned.
30088,2,@madisenrb she's so sweet &amp; playful ðŸ˜
30089,2,"Good morning, Trondheim! #optimism #productivity â›…ï¸â¤ï¸ðŸ‡³ðŸ‡´ðŸ¢ðŸ’»ðŸ–¥ðŸ‹ðŸ»ðŸ’ªðŸ¼ðŸ“ºðŸ¿"
30090,2,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious
30091,2,having a pet store worker ask 'do you want to play with them?' is the most exhilarating feeling
30092,2,@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!
30093,2,Currently listening to @ScottFoxonair &amp; @KatCallaghan @Z1035Toronto podcasts!! Can you guys please move to #yvr ? #hilarious #missyou
30094,2,@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.
30095,2,@Myahrissavietta I'm cheery now ðŸ˜˜ðŸ˜‰
30096,2,Probably the best OT period I've ever seen. Absolutely exhilarating. #WCH2016 #TeamNA
30097,2,Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is ðŸ˜‚ #HereWeGo
30098,2,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness  #happyme
30099,2,"@followAdamA looking back on recent tweets seen, this one right here is great #perfect #hilarious #Speechless #deal"
30100,2,I found #marmite in Australia. `:) #happy
30101,2,@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!
30102,2,"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake"
30103,2,"I love seeing happy women, that glow is something real."
30104,2,Aw there's a young fox outside on the grass just jumping around all playful and having a little stretch ðŸ™ˆ soo cute ðŸº
30105,2,"North America vs Sweden is the most exhilarating hockey I've ever watched ðŸ˜… wow , mackinonns mitts are silky #TeamNA #WCH2016"
30106,2,Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!
30107,2,"By the way, I'm wearing the smile you gave me today. \n#you #me #smile"
30108,2,Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun
30109,2,You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo
30110,2,"Always be #cheerful, #smile often make others happy, care for others, help who feel helpless and #vulnerable. Life feels good #leadership"
30111,2,"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun "
30112,2,LOVE LOVE LOVE #smile #fun #relaxationiskey
30113,2,@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice â¤ ðŸ“žðŸ‘ðŸ˜Š
30114,2,Happy birthday @iRidhiDogra keep smiling always.Wishing you a wonderful year ahead mam
30115,2,"Good night, Twitter world! Wish you all good sleep / productive jovial days! :)"
30116,2,@RobRiggle @joelmchale @NFLonFOX I still can't get jimmy garoppolo out of my head and it's been almost 3 weeks. Thanks a lot! #hilarious
30117,2,My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #hilarious #funny #laughing #happy
30118,2,Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! 
30119,2,@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news ðŸ˜‚ðŸ˜‚
30120,2,@clonmacart I'm beaming with glee.
30121,2,Smile at people and see what happens.  I think you'll be surprised #smile more #surprisepeople #influenceinternational
30122,2,"Something about these cool, breezy fall days.. ðŸ˜ðŸ‚ðŸŒ¾ðŸ"
30123,2,Food that gets delivered ðŸ˜ðŸ™ŒðŸ»  
30124,2,@ArtyBagger With or without cake seeing your wee cheery face is always a joy xx
30125,2,"I am a simple human being who just really loves @aliciakeys like truly, madly, deeply rejoicing in her existence, class and queendom"
30126,2,"I just really enjoy bright colors, like the colors you would see downtown Miami"
30127,2,"Thanks for making our Mass with Fr. Vallely respectful, meaningful, and joyful @ACSSCrusader @AssumptionHCDSB ! #SeeWithEyesOfMercy"
30128,2,Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran
30129,2,@LiamJamesVernon love the optimism!! BLUE MOON!
30130,2,#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy #delight
30131,2,@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol
30132,2,TheNiceBot: WSJNordics You make the world a more joyful place. #TheNiceBot #Ø§Ù„Ø®ÙØ¬ÙŠ
30133,2,@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video ðŸ˜‚
30134,2,@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the 
30135,2,@LindseySanford @simplymeasured this makes me giggle with glee!
30136,2,Live simply. Dream big. Be grateful. Give love. Laugh lots. - Unknown #quote #inspiration #happy
30137,2,Be #happy. Be #bright. Be YOU :) #identity #TimelessTips #friendship #family #forest #water #family #TrueLove #God #RoadSoFar #you #LifeTrip
30138,2,"When you wake up from a dream laughing at something stupid, and that makes you laugh more "
30139,2,@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol 
30140,2,Zephaniah 3:17 He surely is rejoicing over us with singing...such romance and so needed today!!
30141,2,@imDevinLopez happy bday bro! ðŸ‘ŒðŸ»
30142,2,@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile
30143,2,"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing"
30144,2,Riggs dumb ass hell lolol #hilarious #LethalWeapon
30145,2,"â€œBe #positive, #cheerful, #grateful and expectant.â€ @NightingaleEarl  #Success #Leadership"
30146,2,"We are elated to have @lisavol, Sid Espinosa and @dyuliharris, ready to inspire innovative students!!  @knightfdn @MicrosoftSV @JessicaWeare"
30147,2,@Norn_IronMaiden @forest_fr1ends It's hilarious
30148,2,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol "
30149,2,#ukedchat A4 Just go outside (or to the gym hall) and play! \n #education  #learning
30150,2,"And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever."
30151,2,#ContentwiththeLordsPortion:O satisfy us early with thy #mercy;that we may #rejoice &amp; be glad all our days.#Ps 90:14 #gladness #joy 
30152,2,@JamieNicks_ it makes complete sense and i'm elated to hear this :]
30153,2,@liamch88 yeah! :) playing well 
30154,2,@Olajide_Shutti lmaoo. It will be a joyful day.
30155,2,Thank you @RachelPlatten for teaching me how to live again. It's been so long since &amp; this ride is about to be exhilarating. I just know it
30156,2,Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me #happy. #farm365
30157,2,@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGAðŸ™‹ Have a joyful day
30158,2,Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating
30159,2,What an exhilarating last minute of overtime #WCH2016
30160,2,Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:
30161,2,"Ooh #hygge, candles, jasmine tea &amp; #GBBO "
30162,2,.@Travelanswerman: When U ride on a pile of salt life is extra sweet! Always salty always savory! #surfing #aloha #smiling â€¦
30163,2,It's a beautiful day today. Cloudy but sunny and breezy.
30164,2,@jimadair3 Guitar shop owners everywhere rejoice
30165,2,A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov
30166,2,@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears #laughter
30167,2,Look forward to the detours because they bring delightful surprises. #lifequote 
30168,2,"@followAdamA looking back on recent tweets seen, this one right here is great #perfect  #Speechless #deal"
30169,2,Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago
30170,2,"@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday This is hilarious ! Not a Freudian slip, eh !"
30171,2,Watch this amazing live.ly broadcast by @izzybuzy365  #musically
30172,2,My siblings look all gangster &amp; I look all cheery ðŸ˜…ðŸ˜‚
30173,2,@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha
30174,2,"@HytheHighborne -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --"
30175,2,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done #smiling
30176,2,"If you have the ability to make someone happy or to make someone #smile, do it! The world needs more of that right about now. #CreateLove â˜ºï¸"
30177,2,"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments."
30178,2,Time to go hit up the library - I have a lovely PILE of book reservations to collect this morning... #glee #books #reading
30179,2,"if you ain't watching Sugarboy on Hulu, then you ain't shit. #hilarious hahaha"
30180,2,@TampaBayRay I cried with laughter.
30181,2,"I'm due for a big change! I've prayed on it, I think I deserve it #positivity #optimism"
30182,2,@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning ðŸ˜‚ðŸ˜‚ðŸ˜‚ @grimmers @fionaradio @TinaDaheley
30183,2,"It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!"
30184,2,tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo
30185,2,@reinervshunter you got thisï’™ #staystrong #smile #yourebeautiful
30186,2,It's Thursday which means it's Grey's day #TGIT 
30187,2,Watch this amazing live.ly broadcast by @brooke_bridges  #musically
30188,2,The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman
30189,2,I am always ready to #smile.
30190,2,"Riding at night has got to be one of the most exhilarating, refreshing things I have ever done."
30191,2,"Lmboo , using my nephew for meme #hilarious"
30192,2,@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.
30193,2,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up. #laughter #comedy #maybeoneday #hopefullyfunny #LOL
30194,2,"I like talking to someone who makes me laugh, laughter is the best medicine"
30195,2,"Lmboo , using my nephew for meme "
30196,2,"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent"
30197,2,Watch this amazing live.ly broadcast by @katyy.mae #lively #musically
30198,2,"#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment â€¦"
30199,2,Bunk ur classðŸ“š at least once in your life time cuz later when u look back good marks will not make u happy but memoriesðŸ˜Š will'    -APJ
30200,2,"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious"
30201,2,Am I watching #BacheloretteAU or Zoolander ? #hilarious #samvrhys
30202,2,@scdesc Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x
30203,2,"Be happy not because everything is good, but because you can see the good side of everything  #optimism"
30204,2,the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me
30205,2,@bradshawjp Sweet! 
30206,2,"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome."
30207,2,@Nick_Offerman I'll be there!! Can't wait for all the #mirth!
30208,2,Icon is pochama.\nHe is very cute and easily elated.
30209,2,@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot
30210,2,Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY
30211,2,@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE
30212,2,The neighbor dancing in the Clayton Homes commercial is me. #hilarious
30213,2,All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS
30214,2,@AlbertBreer @jetswhispers Be sure and switch it over to cable news - cheery
30215,2,"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9"
30216,2,@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.  #smiling
30217,2,@liamch88 yeah! :) playing well #optimism
30218,2,Why have I only just started watching glee this week I am now addicted ðŸ™„ #glee #GLEEK
30219,2,@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless
30220,2,chirp chirp! what a beautiful white and red bird! ðŸ¦
30221,2,15 minutes of yoga to your breakfast routine will change your day #preparation #sunriseyoga #bodyawareness #health #yoga #smile #stretch
30222,2,@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways
30223,2,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny"
30224,2,Watch this amazing live.ly broadcast by @iamjustinburke #lively #musically
30225,2,"@deadlyjokester *she let out a playful gasp and slowly wrapped her arms around his neck, kissing him back*"
30226,2,"The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity."
30227,2,"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat"
30228,2,Omg I'm outside making beats with garageband and some little birds  decided to chirp along ï¼ˆâ‰§âˆ‡â‰¦ï¼‰
30229,2,Go follow me on Musically @budderlordk1ng I am making a lively. Come and join BFFing and Following ;) See you there!
30230,2,@adamrodricks I like your optimism!
30231,2,Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love
30232,2,"God just replaced my sadness with laughter, can't go the whole day sad ..."
30233,2,A hearty welcome to those who followed me.
30234,2,In ever use to like smiling until I realized how good my teeth look ... Witout the braces
30235,2,@saraandgreg @Airbnb Another happy customer.  #secreteyes
30236,2,I just heard the most incredibly transcendent song ever &amp; now I feel high &amp; fucked up yet joyful &amp; I will never be the same
30237,2,"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion."
30238,2,Only Geo is capable of cheering me upâ¤ï¸â¤ï¸â¤ï¸
30239,2,@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet
30240,2,Make someone happy ^_^
30241,2,What if.... the Metro LRT went over the Walterdale?!?! ðŸ˜‚ #yeg 
30242,2,Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday
30243,2,felt a bit shit getting a very high blood sugar then i remembered it's my first one above 15 this week which is incredible for me! #happy
30244,2,@TheeCurrentYear @Sargon_of_Akkad this is too much hilarity for one day
30245,2,"Being a veteran just totally got me out of a ticket. I'm elated right now, close call."
30246,2,*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*
30247,2,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n #funny #pun #punny #lol "
30248,2,There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done 
30249,2,Rojo is so bad it's hilarious.
30250,2,"I'm due for a big change! I've prayed on it, I think I deserve it #positivity "
30251,2,Watch this amazing live.ly broadcast by @kaylaaa_sartorious #lively #musically
30252,2,".@Harry_Styles I hope you never go a day without something to make you smile. You deserve all good things. Please follow me?\nâ¤ï¸ðŸ’›ðŸ’šðŸ’™ðŸ’œ\n311,553"
30253,2,@_stfukohle it's ok champ you'll make it I'm cheering you on from a far
30254,2,Rojo is hilarious
30255,2,I'm so playful. lol I need somebody that'll joke with me all day long cause ill never get tired of it.
30256,2,@LFScott57 Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!
30257,2,It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO
30258,2,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny  #lol"
30259,2,"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy"
30260,2,"@my2k aaa Cam animated that, so proud of our boy"
30261,2,@safaridjh but it's so aesthetically pleasing omg
30262,2,"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. "
30263,2,Peter is aesthetically pleasing to look at
30264,2,"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent"
30265,2,I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious
30266,2,@KWAYNTjoia it's exhilarating
30267,2,So happy my next class is canceled bc..im od tired ðŸ˜­
30268,2,Optimism leads to success. - Bill Kerr @Coach__Kerr #success  #goals
30269,2,It's meant to be!!  
30270,2,#smile is the #respect we give everyone.
30271,2,Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy
30272,2,The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.
30273,2,Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*
30274,2,@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.
30275,2,I want the smoky clouds of laughter to swim about you forever more..
30276,2,I'm a cheery ghost.
30277,2,Watch this amazing live.ly broadcast by @elise_awsome_11 #lively #musically
30278,2,Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically
30279,2,Watch this amazing live.ly broadcast by @maisiev  #musically
30280,2,"@AJStylesOrg I know they have you a scripted ego maniac but, I was so elated to hear that you are a devout Christian like myself. Phenomanal"
30281,2,"@alyankovic I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on! :)"
30282,2,@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious
30283,2,Accept the challenges so that you can feel the exhilaration of victory. #FocusX10 #motivation #motivationalquotes #quoteoftheday
30284,2,Watch this amazing live.ly broadcast by @flydudern  #musically
30285,2,"You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important."
30286,2,Accept the challenges so that you can feel the exhilaration of victory.
30287,2,@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it
30288,2,Thank you @twitter for the balloons today.  #goodday #48
30289,2,"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -"
30290,2,Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl
30291,2,"Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles."
30292,2,Watch this amazing live.ly broadcast by @footballrocks123456  #musically
30293,2,Do what makes you successful and #happy now and forever
30294,2,I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO
30295,2,Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun
30296,2,#smile every morning to a positive head start with your #clients relations
30297,2,@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated
30298,2,Watch this amazing live.ly broadcast by @hannah..mccloud #lively #musically
30299,2,"And the weather so breezy, man why can't life always be this easy"
30300,2,"Of cheerfulness, or a good temper - the more it is spent, the more of it remains."
30301,2,Watch this amazing live.ly broadcast by @mrgummyking #lively #musically
