Sample Number,Label,Text
20062,1,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul #panic
20063,1,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel #intimidation
20064,1,Saga: When all of your devices and teles fail just in time for bake off #panic #gbbo
20065,1,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ðŸš´100k ?
20066,1,Do you think humans have the sense for recognizing impending doom? #anxiety
20067,1,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems
20068,1,im literally shaking bc im nervous and bc its fucking cold oh how i love life
20069,1,I feel horrible. I have accounting today but physically and mentally am not okay ðŸ˜ª
20070,1,@BigBossPeltonen \nLikewise #death #cutting #despair
20071,1,I am about to be a coward and I feel terrible. But I can't even face this ðŸ˜­
20072,1,"#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror"
20073,1,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder
20074,1,@OutdoorLoverz is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid
20075,1,My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. ðŸ™…ðŸ½ðŸ˜³
20076,1,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 
20077,1,I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me.
20078,1,@RossKemp Omg that is just horrific. Something needs to be done. ðŸ˜¢
20079,1,I'm getting so nervous for my first anatomy exam ðŸ˜©
20080,1,@camilluddington the fact that YOURE nervous makes me want to crawl in a hole
20081,1,mm nothing like a good old fashioned panic induced cry on your living room floor
20082,1,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!
20083,1,Now this is getting out of hand. I'm freaked out by this death...and I'm God!! #mommaGrendel 
20084,1,"In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps"
20085,1,I have another test tonight #nervous
20086,1,"@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans."
20087,1,Can't believe how nervous I feel tonight...who feels the same #mufc
20088,1,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough
20089,1,@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD? #nightmare #creepy #EnoughIsEnough
20090,1,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone "
20091,1,She was so posh it frightened me. I'm still scared.
20092,1,"In wake of fresh #terror threat and sounding of alert in #Mumbai, praying for safety &amp; security of everybody in the city #Maharashtra #news"
20093,1,"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read."
20094,1,ï˜« ughh I just want all this to be over.. it's like a nightmare! can we all just get along?
20095,1,I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. ðŸ˜• #insomnia #anxiety #notfair
20096,1,Jimmy Carr makes me want to cry and cry *shiver* 
20097,1,in my dream....They were trying to steal my kidney!!! #nightmare #blackmarket #whydidiwatchthat
20098,1,Jimmy Carr makes me want to cry and cry *shiver* #awful
20099,1,Being forced into a fake hug by someone who didnâ€™t flinch to get litigious with you in the past - #awful ðŸ˜–ðŸ‘ºðŸ™…
20100,1,And it pisses me off more they killed people who surrendered. Hands up and all. If hands visible you shouldn't be fearing for your life
20101,1,Andrew's hands start shaking and he says 'I hope I die.. like right now'
20102,1,I dread this drive every Wednesday ðŸ˜©
20103,1,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg"
20104,1,Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous ðŸ˜³
20105,1,@alivitali that's what I'm afraid of!
20106,1,So not pumped for this interview #nervous
20107,1,An @amityaffliction kind of drive home from work today #nightmare #dailyfeels
20108,1,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion
20109,1,"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott"
20110,1,hi my names anxiety and i have shaun
20111,1,Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started
20112,1,@YahooCare data stolen in 2014 and only now do you tell us .
20113,1,I dread math ðŸ˜´
20114,1,@SusannahSpot I could pop round #nightmare
20115,1,@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(
20116,1,How do you ever stop being #afraid of someone that you live with
20117,1,@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay
20118,1,in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat
20119,1,So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­
20120,1,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life ðŸ™„ #nightmare
20121,1,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape
20122,1,Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme
20123,1,When you arrive at the office the day before your first ever festival and the Internet is down #panic
20124,1,@WunderlistHelp are you guys still down? When can we go up? #panic
20125,1,The focal points of war lie in #terrorism and the #UN needs to address #violentextremism
20126,1,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;
20127,1,Put my passport in a safe back after getting back from Australia ðŸŒ. Only problem is now I can't remember where the safe is!! #panic ðŸ›‚
20128,1,"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous ðŸ˜¶"
20129,1,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare
20130,1,What the fuck is he even doing ? He should be off that's fucking horrific !
20131,1,@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.
20132,1,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear
20133,1,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children
20134,1,I don't know how people can binge watch horror films ...ALONE!ðŸ˜“ðŸ˜°
20135,1,Haven't gotten one hour of sleep... Today is going to be a fun day ðŸ˜ #restless
20136,1,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. 
20137,1,#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism
20138,1,"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --"
20139,1,I thought the nausea and headaches had passed but lol I feel awful today
20140,1,Job interview in the afternoon  #ek
20141,1,Tomorrow is the day I cut and dye my hair! ðŸ˜³ #nervous #excited
20142,1,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic
20143,1,"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news"
20144,1,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted
20145,1,searching for what pro and academic writers have to say about #writing #anxiety and #writersblock
20146,1,What an actual nightmare
20147,1,Can we go back 2 weeks and start again ?? This is seriously dreadful
20148,1,I absolutely love having an anxiety attack halfway through a family meal
20149,1,Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA
20150,1,"After #terror our leaders say, 'Don't jump to conclusions,' but [in matters of #racial unrest], they are silent. Why is that? @greggutfeld"
20151,1,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me
20152,1,#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !
20153,1,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous"
20154,1,im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem
20155,1,"Just heard what happen at grandad hometown last night such a terrible news ðŸ’”, hope everyone okay ðŸ˜¢"
20156,1,"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--"
20157,1,It's 5:55am. I'm hungry but there is no food. #panic
20158,1,I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!
20159,1,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on.."
20160,1,"@JackAndAHat butter up the walls, nightmare"
20161,1,both afraid of all the same things
20162,1,onus is on Pakistan' : MEAIndia after #Uri #terror attack
20163,1,Don't wanna really go out but I can't say no. Deffo have a fear of missing out
20164,1,Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo
20165,1,@p4pictures it would be great but what if the card crashes ðŸ˜±. It's happened to me twice 
20166,1,My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :')
20167,1,I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit ðŸ˜­
20168,1,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.
20169,1,"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down."
20170,1,@TimesNow indian army crossed loc into pok to bust terror camp on 20th Sept night?
20171,1,@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.
20172,1,"@BBCNews ðŸ˜ scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1"
20173,1,my husband lost Â£800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care #nightmare #airbnbnightmare
20174,1,"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? That's what I'm fearful of."
20175,1,"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage"
20176,1,My anxiety is playing around HELP!!!!!
20177,1,Got to be up in 4 hours to go back to work #cantsleep #excited #nervous
20178,1,my husband lost Â£800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare
20179,1,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS ðŸ˜and pick up my new flat keys #anxiety"
20180,1,I'm afraid she's the goat you libeling people? #afraid #goat #libeling
20181,1,"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror"
20182,1,&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(
20183,1,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati"
20184,1,Someone wake me when @Therealkiss make 2016 remix of 'Why'â—ï¸b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much
20185,1,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg 
20186,1,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare
20187,1,@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters
20188,1,Scott Dann injured aka my worst nightmare
20189,1,"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy"
20190,1,induction day tomorrow for pizza express #nervous
20191,1,Dates in the glove box' is pure panic excuse #GBBO
20192,1,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed"
20193,1,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul 
20194,1,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..
20195,1,"My interview went well today, I can't wait to find out what happens. #nervous #excited #interview #jobinterview"
20196,1,"I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines."
20197,1,@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst
20198,1,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity 
20199,1,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic
20200,1,@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?
20201,1,still shaking though ðŸ™ƒ
20202,1,Watching It Follows.  This is a super freaky movie.  #horror #scary
20203,1,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror
20204,1,"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett"
20205,1,@Burnt_Out_Darth @theaterofscifi thanks. #nightmare
20206,1,#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.
20207,1,"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act"
20208,1,3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited
20209,1,"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare."
20210,1,I hate having ideas but being too afraid to share them ðŸ˜”
20211,1,i'd let jiho step on my throat but he'd probs be afraid he'd hurt me
20212,1,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom"
20213,1,Nawaz Sharif's UN should start #à¤¸à¤¤à¥à¤¯_à¤¬à¥‹à¤§_à¤¯à¤¾à¤¤à¥à¤°à¤¾ as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism
20214,1,Idk if it's hella hot in here or I'm nervous
20215,1,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid
20216,1,I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all
20217,1,Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA
20218,1,@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !
20219,1,And here we go again ðŸ˜“ #restless
20220,1,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡ #awful"
20221,1,Do you think humans have the sense for recognizing impending doom? 
20222,1,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay
20223,1,@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited
20224,1,Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.
20225,1,The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare
20226,1,World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?
20227,1,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL"
20228,1,We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe
20229,1,#terror test ................
20230,1,@MrMalky @kwr66 How awful! Switched off!
20231,1,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous
20232,1,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal
20233,1,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning ðŸ˜•
20234,1,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful
20235,1,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare"
20236,1,#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves
20237,1,"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial."
20238,1,wow if i need to start over on SIF im prob gonna just die
20239,1,"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained "
20240,1,I want to slide into the dms but im too fucking shy #shy
20241,1,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible
20242,1,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.
20243,1,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism"
20244,1,#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.
20245,1,"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women."
20246,1,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.
20247,1,@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation ðŸ’”
20248,1,@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances
20249,1,Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism
20250,1,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall
20251,1,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall
20252,1,"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?"
20253,1,this Mac update has me some kind of apprehensive.
20254,1,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +
20255,1,Your boy' is having a nightmare @VivaLaSergio
20256,1,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged"
20257,1,@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon
20258,1,Now #India is #afraid of #bad #terrorism.
20259,1,@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud
20260,1,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!
20261,1,Man city's kit is dreadful!
20262,1,"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears."
20263,1,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter "
20264,1,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .'
20265,1,"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone"
20266,1,Just feel awkward that I'm being timid to everyone.
20267,1,"Rooney ! Oh dear, oh dear ! Fucking dreadful ðŸ™ˆâš½ï¸âš½ï¸"
20268,1,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? 
20269,1,@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...
20270,1,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. 
20271,1,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking
20272,1,"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic"
20273,1,"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway"
20274,1,Librarians scare me
20275,1,@SherriEShepherd because #whitepeople are #afraid of large #blackmen?
20276,1,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety"
20277,1,@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated
20278,1,@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.
20279,1,Democracy doesn't work\n#mob #mentality #mass #hysteria #fear #mongering #oligarchy
20280,1,I want to slide into the dms but im too fucking shy 
20281,1,"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking"
20282,1,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. 
20283,1,"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama"
20284,1,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16
20285,1,@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;)
20286,1,So not pumped for this interview 
20287,1,Rojo is shocking.......absolutely shocking !!!
20288,1,#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani
20289,1,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic"
20290,1,"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless"
20291,1,@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!
20292,1,@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks
20293,1,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed"
20294,1,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy
20295,1,We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars
20296,1,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?
20297,1,"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes."
20298,1,"@JennyPGR I worry about typos in any email to Simon, draft attached or not..."
20299,1,@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.)
20300,1,@BigBossPeltonen \nLikewise #death #cutting 
20301,1,@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.
20302,1,horrid having a car n no liscence
20303,1,Today has dragged on #restless
